TheTime,AIN0,,AIN1,AIN2,AIN3,AVERAGE,AIN1
42333.60762,2.409857,2.303,2.597479,2.436022,1.389663,,
42333.60762,2.399794,2.304,2.602515,2.441051,1.384634,,
42333.60762,2.394762,2.305,2.602515,2.44608,1.374576,,
42333.60762,2.394762,2.306,2.592444,2.44608,1.389663,,
42333.60762,2.399794,2.307,2.587408,2.461167,1.384634,,
42333.60762,2.404825,2.308,2.582372,2.456138,1.384634,,
42333.60762,2.404825,2.309,2.582372,2.451109,1.384634,,
42333.60762,2.414889,2.31,2.597479,2.44608,1.384634,,
42333.60762,2.409857,2.311,2.602515,2.44608,1.384634,,
42333.60762,2.409857,2.312,2.592444,2.44608,1.389663,,
42333.60762,2.404825,2.313,2.592444,2.44608,1.384634,,
42333.60762,2.394762,2.314,2.587408,2.44608,1.384634,,
42333.60762,2.399794,2.315,2.602515,2.441051,1.379605,,
42333.60762,2.38973,2.316,2.597479,2.456138,1.379605,,
42333.60762,2.404825,2.317,2.587408,2.451109,1.384634,,
42333.60762,2.404825,2.318,2.592444,2.451109,1.389663,,
42333.60762,2.409857,2.319,2.597479,2.44608,1.379605,,
42333.60762,2.404825,2.32,2.602515,2.451109,1.374576,,
42333.60762,2.404825,2.321,2.607551,2.441051,1.389663,,
42333.60762,2.399794,2.322,2.592444,2.441051,1.389663,,
42333.60762,2.38973,2.323,2.602515,2.451109,1.384634,,
42333.60762,2.399794,2.324,2.597479,2.44608,1.379605,,
42333.60762,2.399794,2.325,2.607551,2.461167,1.389663,,
42333.60762,2.399794,2.326,2.587408,2.456138,1.389663,,
42333.60762,2.404825,2.327,2.587408,2.451109,1.384634,,
42333.60762,2.409857,2.328,2.597479,2.451109,1.384634,,
42333.60762,2.409857,2.329,2.602515,2.451109,1.384634,,
42333.60762,2.399794,2.33,2.602515,2.441051,1.389663,,
42333.60762,2.404825,2.331,2.602515,2.451109,1.379605,,
42333.60762,2.404825,2.332,2.597479,2.44608,1.384634,,
42333.60762,2.404825,2.333,2.597479,2.451109,1.379605,,
42333.60762,2.399794,2.334,2.592444,2.44608,1.384634,,
42333.60762,2.394762,2.335,2.587408,2.451109,1.389663,,
42333.60762,2.38973,2.336,2.587408,2.44608,1.379605,,
42333.60762,2.399794,2.337,2.592444,2.456138,1.384634,,
42333.60762,2.394762,2.338,2.582372,2.451109,1.389663,,
42333.60762,2.38973,2.339,2.572301,2.461167,1.389663,,
42333.60762,2.404825,2.34,2.602515,2.456138,1.384634,,
42333.60762,2.414889,2.341,2.612587,2.430993,1.384634,,
42333.60762,2.435016,2.342,2.637765,2.425964,1.389663,,
42333.60762,2.414889,2.343,2.612587,2.44608,1.394692,,
42333.60762,2.409857,2.344,2.587408,2.461167,1.384634,,
42333.60762,2.399794,2.345,2.572301,2.461167,1.384634,,
42333.60762,2.384699,2.346,2.582372,2.44608,1.384634,,
42333.60762,2.38973,2.347,2.607551,2.44608,1.384634,,
42333.60762,2.38973,2.348,2.602515,2.44608,1.379605,,
42333.60762,2.394762,2.349,2.582372,2.44608,1.394692,,
42333.60762,2.409857,2.35,2.602515,2.44608,1.394692,,
42333.60762,2.414889,2.351,2.592444,2.441051,1.384634,,
42333.60762,2.414889,2.352,2.597479,2.436022,1.394692,,
42333.60762,2.404825,2.353,2.602515,2.436022,1.379605,,
42333.60762,2.399794,2.354,2.612587,2.441051,1.384634,,
42333.60762,2.38973,2.355,2.612587,2.441051,1.384634,,
42333.60762,2.38973,2.356,2.602515,2.44608,1.394692,,
42333.60762,2.404825,2.357,2.592444,2.451109,1.384634,,
42333.60762,2.404825,2.358,2.582372,2.461167,1.379605,,
42333.60762,2.399794,2.359,2.577336,2.461167,1.389663,,
42333.60762,2.404825,2.36,2.587408,2.451109,1.384634,,
42333.60762,2.399794,2.361,2.597479,2.436022,1.384634,,
42333.60762,2.404825,2.362,2.597479,2.44608,1.389663,,
42333.60762,2.394762,2.363,2.582372,2.44608,1.379605,,
42333.60762,2.409857,2.364,2.587408,2.451109,1.379605,,
42333.60762,2.399794,2.365,2.587408,2.461167,1.379605,,
42333.60762,2.404825,2.366,2.587408,2.456138,1.384634,,
42333.60762,2.414889,2.367,2.597479,2.44608,1.384634,,
42333.60762,2.404825,2.368,2.597479,2.451109,1.379605,,
42333.60762,2.409857,2.369,2.597479,2.44608,1.384634,,
42333.60762,2.404825,2.37,2.602515,2.441051,1.384634,,
42333.60762,2.399794,2.371,2.597479,2.436022,1.379605,,
42333.60762,2.404825,2.372,2.597479,2.44608,1.384634,,
42333.60762,2.399794,2.373,2.592444,2.451109,1.379605,,
42333.60762,2.394762,2.374,2.592444,2.44608,1.384634,,
42333.60762,2.394762,2.375,2.597479,2.451109,1.399721,,
42333.60762,2.399794,2.376,2.587408,2.44608,1.379605,,
42333.60762,2.399794,2.377,2.587408,2.44608,1.379605,,
42333.60762,2.409857,2.378,2.597479,2.44608,1.379605,,
42333.60762,2.409857,2.379,2.592444,2.436022,1.384634,,
42333.60762,2.409857,2.38,2.597479,2.436022,1.379605,,
42333.60762,2.409857,2.381,2.602515,2.44608,1.389663,,
42333.60762,2.409857,2.382,2.597479,2.451109,1.374576,,
42333.60762,2.404825,2.383,2.587408,2.44608,1.379605,,
42333.60762,2.399794,2.384,2.592444,2.461167,1.389663,,
42333.60762,2.394762,2.385,2.592444,2.451109,1.389663,,
42333.60762,2.404825,2.386,2.587408,2.44608,1.384634,,
42333.60762,2.399794,2.387,2.597479,2.44608,1.394692,,
42333.60762,2.38973,2.388,2.587408,2.451109,1.379605,,
42333.60762,2.399794,2.389,2.582372,2.456138,1.379605,,
42333.60762,2.399794,2.39,2.597479,2.441051,1.384634,,
42333.60762,2.414889,2.391,2.617622,2.44608,1.384634,,
42333.60762,2.429984,2.392,2.63273,2.430993,1.389663,,
42333.60762,2.409857,2.393,2.607551,2.436022,1.389663,,
42333.60762,2.409857,2.394,2.597479,2.451109,1.379605,,
42333.60762,2.399794,2.395,2.582372,2.461167,1.389663,,
42333.60762,2.38973,2.396,2.587408,2.451109,1.389663,,
42333.60762,2.384699,2.397,2.602515,2.441051,1.384634,,
42333.60762,2.394762,2.398,2.597479,2.456138,1.384634,,
42333.60762,2.399794,2.399,2.592444,2.466196,1.379605,,
42333.60762,2.409857,2.4,2.587408,2.466196,1.389663,,
42333.60762,2.409857,2.401,2.587408,2.451109,1.379605,,
42333.60762,2.409857,2.402,2.592444,2.44608,1.379605,,
42333.60762,2.399794,2.403,2.602515,2.441051,1.384634,,
42333.60762,2.394762,2.404,2.607551,2.451109,1.394692,,
42333.60762,2.394762,2.405,2.602515,2.456138,1.384634,,
42333.60762,2.38973,2.406,2.592444,2.456138,1.389663,,
42333.60762,2.409857,2.407,2.592444,2.461167,1.384634,,
42333.60762,2.409857,2.408,2.587408,2.456138,1.389663,,
42333.60762,2.404825,2.409,2.597479,2.451109,1.384634,,
42333.60762,2.404825,2.41,2.597479,2.441051,1.384634,,
42333.60762,2.404825,2.411,2.597479,2.451109,1.384634,,
42333.60762,2.394762,2.412,2.597479,2.451109,1.394692,,
42333.60762,2.399794,2.413,2.597479,2.451109,1.384634,,
42333.60762,2.399794,2.414,2.587408,2.451109,1.384634,,
42333.60762,2.394762,2.415,2.587408,2.461167,1.379605,,
42333.60762,2.404825,2.416,2.587408,2.456138,1.374576,,
42333.60762,2.399794,2.417,2.592444,2.451109,1.394692,,
42333.60762,2.399794,2.418,2.597479,2.456138,1.384634,,
42333.60762,2.404825,2.419,2.602515,2.441051,1.384634,,
42333.60762,2.399794,2.42,2.597479,2.441051,1.384634,,
42333.60762,2.399794,2.421,2.602515,2.44608,1.384634,,
42333.60762,2.394762,2.422,2.597479,2.451109,1.389663,,
42333.60762,2.404825,2.423,2.597479,2.451109,1.374576,,
42333.60762,2.399794,2.424,2.592444,2.451109,1.389663,,
42333.60762,2.394762,2.425,2.607551,2.451109,1.384634,,
42333.60762,2.409857,2.426,2.592444,2.44608,1.379605,,
42333.60762,2.409857,2.427,2.597479,2.44608,1.389663,,
42333.60762,2.404825,2.428,2.592444,2.441051,1.384634,,
42333.60762,2.404825,2.429,2.592444,2.436022,1.384634,,
42333.60762,2.409857,2.43,2.592444,2.441051,1.379605,,
42333.60762,2.409857,2.431,2.592444,2.44608,1.389663,,
42333.60762,2.414889,2.432,2.587408,2.451109,1.379605,,
42333.60762,2.399794,2.433,2.592444,2.451109,1.384634,,
42333.60762,2.394762,2.434,2.592444,2.451109,1.389663,,
42333.60762,2.399794,2.435,2.592444,2.456138,1.384634,,
42333.60762,2.399794,2.436,2.597479,2.451109,1.389663,,
42333.60762,2.409857,2.437,2.597479,2.461167,1.394692,,
42333.60762,2.379667,2.438,2.577336,2.461167,1.384634,,
42333.60762,2.409857,2.439,2.587408,2.456138,1.384634,,
42333.60762,2.409857,2.44,2.607551,2.436022,1.394692,,
42333.60762,2.41992,2.441,2.612587,2.436022,1.384634,,
42333.60762,2.424952,2.442,2.637765,2.44608,1.379605,,
42333.60762,2.409857,2.443,2.592444,2.461167,1.384634,,
42333.60762,2.409857,2.444,2.592444,2.461167,1.389663,,
42333.60762,2.38973,2.445,2.587408,2.44608,1.389663,,
42333.60762,2.404825,2.446,2.592444,2.44608,1.384634,,
42333.60762,2.38973,2.447,2.612587,2.44608,1.389663,,
42333.60762,2.404825,2.448,2.592444,2.451109,1.384634,,
42333.60762,2.399794,2.449,2.587408,2.44608,1.384634,,
42333.60762,2.414889,2.45,2.592444,2.456138,1.389663,,
42333.60762,2.409857,2.451,2.592444,2.456138,1.384634,,
42333.60762,2.409857,2.452,2.592444,2.44608,1.384634,,
42333.60762,2.409857,2.453,2.607551,2.451109,1.379605,,
42333.60762,2.399794,2.454,2.607551,2.44608,1.384634,,
42333.60762,2.399794,2.455,2.592444,2.456138,1.379605,,
42333.60762,2.409857,2.456,2.587408,2.466196,1.389663,,
42333.60762,2.404825,2.457,2.582372,2.461167,1.384634,,
42333.60762,2.409857,2.458,2.587408,2.44608,1.379605,,
42333.60762,2.409857,2.459,2.592444,2.44608,1.384634,,
42333.60762,2.399794,2.46,2.597479,2.44608,1.384634,,
42333.60762,2.414889,2.461,2.597479,2.44608,1.384634,,
42333.60762,2.409857,2.462,2.597479,2.44608,1.394692,,
42333.60762,2.399794,2.463,2.602515,2.44608,1.374576,,
42333.60762,2.399794,2.464,2.597479,2.44608,1.374576,,
42333.60762,2.404825,2.465,2.592444,2.456138,1.389663,,
42333.60762,2.404825,2.466,2.592444,2.451109,1.384634,,
42333.60762,2.409857,2.467,2.602515,2.451109,1.389663,,
42333.60762,2.404825,2.468,2.582372,2.451109,1.379605,,
42333.60762,2.399794,2.469,2.597479,2.44608,1.384634,,
42333.60762,2.404825,2.47,2.602515,2.441051,1.384634,,
42333.60762,2.404825,2.471,2.602515,2.44608,1.384634,,
42333.60762,2.394762,2.472,2.592444,2.44608,1.384634,,
42333.60762,2.394762,2.473,2.597479,2.451109,1.379605,,
42333.60762,2.399794,2.474,2.592444,2.451109,1.389663,,
42333.60762,2.399794,2.475,2.587408,2.461167,1.394692,,
42333.60762,2.399794,2.476,2.582372,2.456138,1.384634,,
42333.60762,2.414889,2.477,2.602515,2.456138,1.384634,,
42333.60762,2.404825,2.478,2.597479,2.44608,1.389663,,
42333.60762,2.399794,2.479,2.602515,2.451109,1.379605,,
42333.60762,2.404825,2.48,2.607551,2.441051,1.389663,,
42333.60762,2.394762,2.481,2.592444,2.451109,1.394692,,
42333.60762,2.394762,2.482,2.592444,2.44608,1.379605,,
42333.60762,2.38973,2.483,2.592444,2.441051,1.379605,,
42333.60762,2.38973,2.484,2.607551,2.451109,1.384634,,
42333.60762,2.394762,2.485,2.597479,2.456138,1.384634,,
42333.60762,2.404825,2.486,2.592444,2.44608,1.389663,,
42333.60762,2.399794,2.487,2.587408,2.451109,1.389663,,
42333.60762,2.384699,2.488,2.577336,2.456138,1.384634,,
42333.60762,2.404825,2.489,2.592444,2.456138,1.384634,,
42333.60762,2.409857,2.49,2.612587,2.436022,1.374576,,
42333.60762,2.435016,2.491,2.637765,2.420935,1.389663,,
42333.60762,2.429984,2.492,2.617622,2.436022,1.384634,,
42333.60762,2.424952,2.493,2.587408,2.456138,1.389663,,
42333.60762,2.404825,2.494,2.582372,2.44608,1.384634,,
42333.60762,2.394762,2.495,2.582372,2.456138,1.394692,,
42333.60762,2.394762,2.496,2.592444,2.451109,1.384634,,
42333.60762,2.379667,2.497,2.602515,2.441051,1.384634,,
42333.60762,2.38973,2.498,2.587408,2.461167,1.389663,,
42333.60762,2.409857,2.499,2.592444,2.461167,1.384634,,
42333.60762,2.409857,2.5,2.587408,2.456138,1.379605,,
42333.60762,2.41992,2.501,2.597479,2.451109,1.379605,,
42333.60762,2.414889,2.502,2.597479,2.441051,1.384634,,
42333.60762,2.404825,2.503,2.617622,2.430993,1.389663,,
42333.60762,2.399794,2.504,2.607551,2.44608,1.384634,,
42333.60762,2.38973,2.505,2.592444,2.461167,1.384634,,
42333.60762,2.399794,2.506,2.592444,2.456138,1.384634,,
42333.60762,2.399794,2.507,2.577336,2.461167,1.374576,,
42333.60762,2.38973,2.508,2.587408,2.456138,1.379605,,
42333.60762,2.394762,2.509,2.597479,2.44608,1.384634,,
42333.60762,2.404825,2.51,2.607551,2.441051,1.389663,,
42333.60762,2.409857,2.511,2.592444,2.44608,1.384634,,
42333.60762,2.409857,2.512,2.597479,2.44608,1.394692,,
42333.60762,2.409857,2.513,2.597479,2.451109,1.384634,,
42333.60762,2.399794,2.514,2.592444,2.44608,1.389663,,
42333.60762,2.404825,2.515,2.592444,2.451109,1.384634,,
42333.60762,2.399794,2.516,2.592444,2.456138,1.384634,,
42333.60762,2.404825,2.517,2.587408,2.456138,1.389663,,
42333.60762,2.399794,2.518,2.592444,2.44608,1.379605,,
42333.60762,2.399794,2.519,2.587408,2.456138,1.379605,,
42333.60762,2.409857,2.52,2.602515,2.441051,1.384634,,
42333.60762,2.404825,2.521,2.597479,2.451109,1.384634,,
42333.60762,2.404825,2.522,2.592444,2.451109,1.389663,,
42333.60762,2.399794,2.523,2.597479,2.44608,1.384634,,
42333.60762,2.399794,2.524,2.597479,2.456138,1.389663,,
42333.60762,2.399794,2.525,2.602515,2.456138,1.394692,,
42333.60762,2.399794,2.526,2.592444,2.456138,1.384634,,
42333.60762,2.404825,2.527,2.597479,2.44608,1.389663,,
42333.60762,2.404825,2.528,2.602515,2.441051,1.379605,,
42333.60762,2.409857,2.529,2.607551,2.441051,1.389663,,
42333.60762,2.404825,2.53,2.602515,2.44608,1.384634,,
42333.60762,2.404825,2.531,2.587408,2.451109,1.394692,,
42333.60762,2.404825,2.532,2.587408,2.441051,1.384634,,
42333.60762,2.394762,2.533,2.602515,2.441051,1.389663,,
42333.60762,2.394762,2.534,2.582372,2.44608,1.384634,,
42333.60762,2.404825,2.535,2.587408,2.44608,1.384634,,
42333.60762,2.409857,2.536,2.602515,2.44608,1.379605,,
42333.60762,2.38973,2.537,2.582372,2.451109,1.394692,,
42333.60762,2.409857,2.538,2.592444,2.451109,1.389663,,
42333.60762,2.409857,2.539,2.607551,2.430993,1.384634,,
42333.60762,2.409857,2.54,2.607551,2.436022,1.389663,,
42333.60762,2.41992,2.541,2.617622,2.436022,1.389663,,
42333.60762,2.404825,2.542,2.592444,2.441051,1.384634,,
42333.60762,2.414889,2.543,2.582372,2.461167,1.379605,,
42333.60762,2.399794,2.544,2.592444,2.461167,1.384634,,
42333.60762,2.399794,2.545,2.587408,2.451109,1.379605,,
42333.60762,2.404825,2.546,2.602515,2.44608,1.379605,,
42333.60762,2.38973,2.547,2.592444,2.461167,1.384634,,
42333.60762,2.404825,2.548,2.587408,2.456138,1.384634,,
42333.60762,2.399794,2.549,2.597479,2.451109,1.374576,,
42333.60762,2.409857,2.55,2.597479,2.456138,1.394692,,
42333.60762,2.404825,2.551,2.597479,2.436022,1.384634,,
42333.60762,2.399794,2.552,2.587408,2.441051,1.389663,,
42333.60762,2.409857,2.553,2.602515,2.44608,1.389663,,
42333.60762,2.399794,2.554,2.592444,2.456138,1.379605,,
42333.60762,2.399794,2.555,2.587408,2.461167,1.384634,,
42333.60762,2.399794,2.556,2.597479,2.451109,1.389663,,
42333.60762,2.404825,2.557,2.602515,2.456138,1.384634,,
42333.60762,2.399794,2.558,2.602515,2.451109,1.389663,,
42333.60762,2.399794,2.559,2.592444,2.456138,1.384634,,
42333.60762,2.404825,2.56,2.602515,2.451109,1.389663,,
42333.60762,2.404825,2.561,2.587408,2.451109,1.394692,,
42333.60762,2.399794,2.562,2.597479,2.44608,1.389663,,
42333.60762,2.399794,2.563,2.607551,2.451109,1.384634,,
42333.60762,2.399794,2.564,2.602515,2.461167,1.384634,,
42333.60762,2.394762,2.565,2.587408,2.461167,1.379605,,
42333.60762,2.404825,2.566,2.587408,2.456138,1.379605,,
42333.60762,2.404825,2.567,2.592444,2.451109,1.379605,,
42333.60762,2.404825,2.568,2.597479,2.451109,1.379605,,
42333.60762,2.414889,2.569,2.607551,2.441051,1.379605,,
42333.60762,2.41992,2.57,2.602515,2.456138,1.384634,,
42333.60762,2.404825,2.571,2.592444,2.451109,1.384634,,
42333.60762,2.409857,2.572,2.592444,2.44608,1.394692,,
42333.60762,2.394762,2.573,2.592444,2.44608,1.384634,,
42333.60762,2.399794,2.574,2.582372,2.456138,1.374576,,
42333.60762,2.399794,2.575,2.592444,2.456138,1.389663,,
42333.60762,2.409857,2.576,2.597479,2.451109,1.384634,,
42333.60762,2.409857,2.577,2.587408,2.44608,1.384634,,
42333.60762,2.414889,2.578,2.602515,2.441051,1.384634,,
42333.60762,2.409857,2.579,2.597479,2.441051,1.379605,,
42333.60762,2.404825,2.58,2.602515,2.451109,1.384634,,
42333.60762,2.409857,2.581,2.597479,2.451109,1.394692,,
42333.60762,2.399794,2.582,2.587408,2.441051,1.384634,,
42333.60762,2.394762,2.583,2.587408,2.451109,1.389663,,
42333.60762,2.38973,2.584,2.587408,2.451109,1.384634,,
42333.60762,2.399794,2.585,2.592444,2.44608,1.379605,,
42333.60762,2.409857,2.586,2.587408,2.451109,1.384634,,
42333.60762,2.384699,2.587,2.587408,2.461167,1.394692,,
42333.60762,2.409857,2.588,2.602515,2.456138,1.384634,,
42333.60762,2.404825,2.589,2.607551,2.44608,1.384634,,
42333.60762,2.429984,2.59,2.622658,2.441051,1.384634,,
42333.60762,2.429984,2.591,2.637765,2.430993,1.389663,,
42333.60762,2.399794,2.592,2.592444,2.456138,1.384634,,
42333.60762,2.409857,2.593,2.587408,2.466196,1.389663,,
42333.60762,2.404825,2.594,2.592444,2.461167,1.384634,,
42333.60762,2.399794,2.595,2.592444,2.44608,1.384634,,
42333.60762,2.399794,2.596,2.597479,2.451109,1.384634,,
42333.60762,2.409857,2.597,2.597479,2.451109,1.379605,,
42333.60762,2.41992,2.598,2.592444,2.451109,1.384634,,
42333.60762,2.399794,2.599,2.592444,2.456138,1.384634,,
42333.60762,2.409857,2.6,2.612587,2.451109,1.394692,,
42333.60762,2.404825,2.601,2.607551,2.441051,1.384634,,
42333.60762,2.399794,2.602,2.602515,2.436022,1.379605,,
42333.60762,2.394762,2.603,2.597479,2.44608,1.389663,,
42333.60762,2.404825,2.604,2.582372,2.456138,1.384634,,
42333.60762,2.38973,2.605,2.592444,2.456138,1.379605,,
42333.60762,2.399794,2.606,2.597479,2.44608,1.389663,,
42333.60762,2.414889,2.607,2.592444,2.451109,1.384634,,
42333.60762,2.404825,2.608,2.597479,2.451109,1.384634,,
42333.60762,2.404825,2.609,2.592444,2.456138,1.384634,,
42333.60762,2.404825,2.61,2.587408,2.451109,1.384634,,
42333.60762,2.409857,2.611,2.597479,2.451109,1.384634,,
42333.60762,2.399794,2.612,2.602515,2.451109,1.394692,,
42333.60762,2.394762,2.613,2.602515,2.451109,1.384634,,
42333.60762,2.394762,2.614,2.597479,2.461167,1.384634,,
42333.60762,2.399794,2.615,2.587408,2.461167,1.379605,,
42333.60762,2.399794,2.616,2.587408,2.451109,1.389663,,
42333.60762,2.399794,2.617,2.587408,2.44608,1.379605,,
42333.60762,2.409857,2.618,2.602515,2.44608,1.389663,,
42333.60762,2.409857,2.619,2.617622,2.44608,1.379605,,
42333.60762,2.399794,2.62,2.602515,2.441051,1.384634,,
42333.60762,2.409857,2.621,2.597479,2.44608,1.384634,,
42333.60762,2.404825,2.622,2.597479,2.451109,1.379605,,
42333.60762,2.394762,2.623,2.597479,2.44608,1.389663,,
42333.60762,2.404825,2.624,2.597479,2.451109,1.384634,,
42333.60762,2.399794,2.625,2.597479,2.44608,1.389663,,
42333.60762,2.414889,2.626,2.597479,2.451109,1.384634,,
42333.60762,2.404825,2.627,2.597479,2.436022,1.379605,,
42333.60762,2.399794,2.628,2.607551,2.436022,1.379605,,
42333.60762,2.404825,2.629,2.617622,2.44608,1.379605,,
42333.60762,2.399794,2.63,2.597479,2.451109,1.384634,,
42333.60762,2.399794,2.631,2.587408,2.44608,1.389663,,
42333.60762,2.399794,2.632,2.597479,2.451109,1.379605,,
42333.60762,2.399794,2.633,2.602515,2.44608,1.379605,,
42333.60762,2.399794,2.634,2.592444,2.456138,1.394692,,
42333.60762,2.399794,2.635,2.592444,2.451109,1.379605,,
42333.60762,2.404825,2.636,2.587408,2.451109,1.384634,,
42333.60762,2.384699,2.637,2.577336,2.461167,1.40475,,
42333.60762,2.394762,2.638,2.582372,2.456138,1.379605,,
42333.60762,2.409857,2.639,2.602515,2.451109,1.384634,,
42333.60762,2.435016,2.64,2.622658,2.441051,1.394692,,
42333.60762,2.429984,2.641,2.622658,2.430993,1.389663,,
42333.60762,2.41992,2.642,2.602515,2.436022,1.384634,,
42333.60762,2.404825,2.643,2.592444,2.441051,1.384634,,
42333.60762,2.38973,2.644,2.577336,2.441051,1.384634,,
42333.60762,2.394762,2.645,2.597479,2.436022,1.379605,,
42333.60762,2.399794,2.646,2.602515,2.441051,1.384634,,
42333.60762,2.394762,2.647,2.592444,2.44608,1.389663,,
42333.60762,2.404825,2.648,2.592444,2.456138,1.379605,,
42333.60762,2.409857,2.649,2.592444,2.451109,1.384634,,
42333.60762,2.404825,2.65,2.602515,2.456138,1.389663,,
42333.60762,2.409857,2.651,2.602515,2.44608,1.384634,,
42333.60762,2.399794,2.652,2.607551,2.44608,1.389663,,
42333.60762,2.399794,2.653,2.607551,2.451109,1.379605,,
42333.60762,2.394762,2.654,2.582372,2.466196,1.384634,,
42333.60762,2.404825,2.655,2.582372,2.466196,1.379605,,
42333.60762,2.399794,2.656,2.587408,2.461167,1.394692,,
42333.60762,2.399794,2.657,2.587408,2.456138,1.384634,,
42333.60762,2.399794,2.658,2.597479,2.44608,1.384634,,
42333.60762,2.399794,2.659,2.587408,2.441051,1.394692,,
42333.60762,2.394762,2.66,2.592444,2.44608,1.379605,,
42333.60762,2.399794,2.661,2.592444,2.44608,1.379605,,
42333.60762,2.409857,2.662,2.597479,2.44608,1.389663,,
